id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
161,K-ASIAN Festival (카프콘서트) K-POP,대중음악,인천아시아드주경기장,29376,인천,K-ASIAN Festival (카프콘서트) K-POP|2019-08-25,2019,8,25,2019,8,25
162,이미자 孝 음악회 [제주],대중음악,ICC제주국제컨벤션센터,4300,제주,이미자 孝 음악회 [제주]|2019-02-23,2019,2,23,2019,2,23
163,슈퍼스타:THE ORIGINAL [대구],대중음악,엑스코(exco),9000,대구,슈퍼스타:THE ORIGINAL [대구]|2019-01-06,2019,1,6,2019,1,6
164,거미 투어 콘서트: This is Gummy [부산],대중음악,벡스코 (BEXCO),4002,부산,거미 투어 콘서트: This is Gummy [부산]|2019-06-22,2019,6,22,2019,6,22
165,제33회 골든디스크어워즈,대중음악,고척스카이돔,16744,서울,제33회 골든디스크어워즈|2019-01-05,2019,1,5,2019,1,6
166,K-SOUL MUSIC FESTIVAL,대중음악,잠실학생체육관,5400,서울,K-SOUL MUSIC FESTIVAL|2019-03-13,2019,3,13,2019,3,13
167,임창정 콘서트: IMCHANGJUNG [부산],대중음악,벡스코 (BEXCO),18000,부산,임창정 콘서트: IMCHANGJUNG [부산]|2019-03-16,2019,3,16,2019,3,16
168,비트온탑 힙합콘서트 [잠실],대중음악,잠실종합운동장,11032,서울,비트온탑 힙합콘서트 [잠실]|2019-02-09,2019,2,9,2019,2,9
169,캐리TV 러브콘서트: EDM 페스타! [부산],뮤지컬,벡스코 (BEXCO),4002,부산,캐리TV 러브콘서트: EDM 페스타! [부산]|2019-05-11,2019,5,11,2019,5,12
170,"EXO PLANET#5, EXplOration",대중음악,올림픽공원,15000,서울,"EXO PLANET#5, EXplOration|2019-12-29",2019,12,29,2019,12,31
171,임창정 the Christmas Show,대중음악,잠실종합운동장,11032,서울,임창정 the Christmas Show|2019-12-24,2019,12,24,2019,12,25
172,PARK JIHOON FANCON ASIA TOUR: 360 [서울],대중음악,올림픽공원,5003,서울,PARK JIHOON FANCON ASIA TOUR: 360 [서울]|2019-12-21,2019,12,21,2019,12,22
173,의열단 아리랑,뮤지컬,장충체육관,4507,서울,의열단 아리랑|2019-12-12,2019,12,12,2019,12,12
174,몽스터 주식회사: 제1회 주주총회 뒤풀이 저세상텐션,대중음악,고려대학교 화정체육관,8057,서울,몽스터 주식회사: 제1회 주주총회 뒤풀이 저세상텐션|2019-12-31,2019,12,31,2019,12,31
175,제1회 몽스터 주식회사 주주총회 뒤풀이: 저세상텐션,대중음악,벡스코 (BEXCO),4002,부산,제1회 몽스터 주식회사 주주총회 뒤풀이: 저세상텐션|2019-12-28,2019,12,28,2019,12,28
176,팬텀 오브 클래식 [부산],대중음악,벡스코 (BEXCO),18000,부산,팬텀 오브 클래식 [부산]|2019-12-29,2019,12,29,2019,12,29
177,이용신 단독 콘서트: Returned Fullmoon,대중음악,올림픽공원,5003,서울,이용신 단독 콘서트: Returned Fullmoon|2019-12-24,2019,12,24,2019,12,25
178,프랑스 뮤지컬 스타 Big4 갈라 콘서트 [부산],뮤지컬,벡스코 (BEXCO),18000,부산,프랑스 뮤지컬 스타 Big4 갈라 콘서트 [부산]|2019-12-31,2019,12,31,2019,12,31
179,한낮의 유U;콘서트 (12월),대중음악,벡스코 (BEXCO),4002,부산,한낮의 유U;콘서트 (12월)|2019-12-17,2019,12,17,2019,12,17
180,BRANDNEW YEAR,대중음악,고려대학교 화정체육관,8057,서울,BRANDNEW YEAR|2019-12-14,2019,12,14,2019,12,14
181,슈퍼밴드 TOP3 콘서트 [서울],대중음악,잠실종합운동장,11032,서울,슈퍼밴드 TOP3 콘서트 [서울]|2019-12-28,2019,12,28,2019,12,29
182,슈퍼밴드 TOP3 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,슈퍼밴드 TOP3 콘서트 [부산]|2019-12-25,2019,12,25,2019,12,25
183,XIA Ballad & Musical Concert with Orchestra Vol. 6,대중음악,코엑스,7000,서울,XIA Ballad & Musical Concert with Orchestra Vol. 6|2019-12-28,2019,12,28,2019,12,29
184,정용화 라이브: STILL 622,대중음악,고려대학교 화정체육관,8057,서울,정용화 라이브: STILL 622|2019-12-07,2019,12,7,2019,12,8
185,박진영 콘서트: NO.1 X 50 [부산],대중음악,사직종합운동장,12995,부산,박진영 콘서트: NO.1 X 50 [부산]|2019-12-25,2019,12,25,2019,12,25
186,김재환 단독 콘서트: illusion,대중음악,잠실종합운동장,11032,서울,김재환 단독 콘서트: illusion|2019-12-14,2019,12,14,2019,12,15
187,마마무 팬 쇼케이스: reality in BLACK,대중음악,경희대학교 평화의전당,4500,서울,마마무 팬 쇼케이스: reality in BLACK|2019-11-14,2019,11,14,2019,11,14
188,광끼의 갓싸이,대중음악,올림픽공원,15000,서울,광끼의 갓싸이|2019-12-20,2019,12,20,2019,12,24
189,크리스마스 칸타타 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,크리스마스 칸타타 [부산]|2019-12-13,2019,12,13,2019,12,15
190,코요태 20주년 단독콘서트: 코요태 20th 이즈백 [수원],대중음악,수원컨벤션센터,7000,경기,코요태 20주년 단독콘서트: 코요태 20th 이즈백 [수원]|2019-12-25,2019,12,25,2019,12,25
191,이승철 콘서트: HAPPY NEW YEAR [부산],대중음악,벡스코 (BEXCO),18000,부산,이승철 콘서트: HAPPY NEW YEAR [부산]|2019-12-28,2019,12,28,2019,12,28
192,나훈아 청춘어게인 [인천],대중음악,인천남동체육관,8828,인천,나훈아 청춘어게인 [인천]|2019-12-28,2019,12,28,2019,12,28
193,케이윌 전국투어 콘서트: THE K.WILL [부산],대중음악,벡스코 (BEXCO),4002,부산,케이윌 전국투어 콘서트: THE K.WILL [부산]|2019-12-30,2019,12,30,2019,12,31
194,펩시 콘서트: 포더러브오브잇,대중음악,잠실학생체육관,5400,서울,펩시 콘서트: 포더러브오브잇|2019-11-24,2019,11,24,2019,11,24
195,케이윌 전국투어 콘서트: THE K.WILL [서울],대중음악,장충체육관,4507,서울,케이윌 전국투어 콘서트: THE K.WILL [서울]|2019-12-22,2019,12,22,2019,12,25
196,CRUSH ON YOU: From Midnight To Sunrise,대중음악,올림픽공원,5003,서울,CRUSH ON YOU: From Midnight To Sunrise|2019-12-28,2019,12,28,2019,12,31
197,MMA: 멜론뮤직어워드,대중음악,고척스카이돔,16744,서울,MMA: 멜론뮤직어워드|2019-11-30,2019,11,30,2019,11,30
198,장우혁 콘서트: AND,대중음악,장충체육관,4507,서울,장우혁 콘서트: AND|2019-11-29,2019,11,29,2019,11,30
199,CHRISTMAS IN NELL‘S ROOM: COLORS IN BLACK,대중음악,잠실학생체육관,5400,서울,CHRISTMAS IN NELL‘S ROOM: COLORS IN BLACK|2019-12-21,2019,12,21,2019,12,24
200,AKMU CONCERT: 항해 [서울],대중음악,경희대학교 평화의전당,4500,서울,AKMU CONCERT: 항해 [서울]|2019-12-14,2019,12,14,2019,12,15
201,나훈아 청춘어게인 [진주],대중음악,진주실내체육관,5184,경남,나훈아 청춘어게인 [진주]|2019-12-21,2019,12,21,2019,12,21
202,내일은 미스트롯 전국투어 콘서트: 청춘 [청주],대중음악,청주교육대학교,4800,충북,내일은 미스트롯 전국투어 콘서트: 청춘 [청주]|2019-11-29,2019,11,29,2019,11,29
203,내일은 미스트롯 전국투어 콘서트: 청춘 [수원],대중음악,수원컨벤션센터,7000,경기,내일은 미스트롯 전국투어 콘서트: 청춘 [수원]|2019-12-28,2019,12,28,2019,12,28
204,내일은 미스트롯 전국투어 콘서트: 청춘 [서울],대중음악,잠실종합운동장,11032,서울,내일은 미스트롯 전국투어 콘서트: 청춘 [서울]|2019-11-30,2019,11,30,2019,12,1
205,내일은 미스트롯 전국투어 콘서트: 청춘 [익산],대중음악,원광대학교 문화체육관,5000,전북,내일은 미스트롯 전국투어 콘서트: 청춘 [익산]|2019-12-07,2019,12,7,2019,12,7
206,Red Velvet 3rd Concert: La Rouge,대중음악,고려대학교 화정체육관,8057,서울,Red Velvet 3rd Concert: La Rouge|2019-11-23,2019,11,23,2019,11,24
207,내일은 미스트롯 전국투어 콘서트: 청춘 [인천],대중음악,송도컨벤시아,5000,인천,내일은 미스트롯 전국투어 콘서트: 청춘 [인천]|2019-12-14,2019,12,14,2019,12,14
208,내일은 미스트롯 전국투어 콘서트: 청춘 [울산],대중음악,울산동천체육관,5831,울산,내일은 미스트롯 전국투어 콘서트: 청춘 [울산]|2019-12-08,2019,12,8,2019,12,8
209,내일은 미스트롯 전국투어 콘서트: 청춘 [안양],대중음악,안양종합운동장,6690,경기,내일은 미스트롯 전국투어 콘서트: 청춘 [안양]|2019-12-15,2019,12,15,2019,12,15
210,내일은 미스트롯 전국투어 콘서트: 청춘 [부산],대중음악,벡스코 (BEXCO),18000,부산,내일은 미스트롯 전국투어 콘서트: 청춘 [부산]|2019-12-25,2019,12,25,2019,12,25
211,바이브 전국투어 콘서트: 발라드림 VI 극한발라드 [서울],대중음악,장충체육관,4507,서울,바이브 전국투어 콘서트: 발라드림 VI 극한발라드 [서울]|2019-12-28,2019,12,28,2019,12,29
212,이승철 콘서트: SOMEDAY AT CHRISTMAS [서울],대중음악,코엑스,7000,서울,이승철 콘서트: SOMEDAY AT CHRISTMAS [서울]|2019-12-21,2019,12,21,2019,12,22
213,이승철 콘서트: SOMEDAY AT CHRISTMAS [광주],대중음악,광주여자대학교,8337,광주,이승철 콘서트: SOMEDAY AT CHRISTMAS [광주]|2019-12-14,2019,12,14,2019,12,14
214,최백호 콘서트: seven [부천],대중음악,부천실내체육관,5403,경기,최백호 콘서트: seven [부천]|2019-12-07,2019,12,7,2019,12,7
215,폴킴 투어 콘서트: 마음 [서울],대중음악,경희대학교 평화의전당,4500,서울,폴킴 투어 콘서트: 마음 [서울]|2019-11-30,2019,11,30,2019,12,1
216,김건모 25th Anniversary Tour [인천],대중음악,송도컨벤시아,5000,인천,김건모 25th Anniversary Tour [인천]|2019-12-07,2019,12,7,2019,12,7
217,나훈아 청춘어게인 [서울],대중음악,올림픽공원,15000,서울,나훈아 청춘어게인 [서울]|2019-12-13,2019,12,13,2019,12,15
218,"아이유 투어 콘서트: LOVE, POEM [서울]",대중음악,올림픽공원,15000,서울,"아이유 투어 콘서트: LOVE, POEM [서울]|2019-11-23",2019,11,23,2019,11,24
219,SOMEDAY THEATRE PLEROMA,대중음악,코엑스,7000,서울,SOMEDAY THEATRE PLEROMA|2019-11-16,2019,11,16,2019,11,17
220,K 트롯 골든마이크 페밀리쑈 [부산],대중음악,벡스코 (BEXCO),4002,부산,K 트롯 골든마이크 페밀리쑈 [부산]|2019-12-07,2019,12,7,2019,12,7
221,이승환 30주년 콘서트: 무적전설 [부산],대중음악,벡스코 (BEXCO),18000,부산,이승환 30주년 콘서트: 무적전설 [부산]|2019-12-08,2019,12,8,2019,12,8
222,이승환 30주년 콘서트: 무적전설 [광주],대중음악,광주여자대학교,8337,광주,이승환 30주년 콘서트: 무적전설 [광주]|2019-12-28,2019,12,28,2019,12,28
223,V.I.C MUSIC FESTIVAL,대중음악,사직종합운동장,24500,부산,V.I.C MUSIC FESTIVAL|2019-10-25,2019,10,25,2019,10,26
224,AB6IX 1ST WORLD TOUR: 6IXENSE,대중음악,올림픽공원,15000,서울,AB6IX 1ST WORLD TOUR: 6IXENSE|2019-11-09,2019,11,9,2019,11,10
225,MFBTY & 플라이투더스카이 전국투어 콘서트: MOMENT [천안],대중음악,남서울대학교 성암문화체육관,5500,충남,MFBTY & 플라이투더스카이 전국투어 콘서트: MOMENT [천안]|2019-12-14,2019,12,14,2019,12,14
226,MFBTY & 플라이투더스카이 전국투어 콘서트: MOMENT [인천],대중음악,인천남동체육관,8828,인천,MFBTY & 플라이투더스카이 전국투어 콘서트: MOMENT [인천]|2019-12-21,2019,12,21,2019,12,21
227,나훈아 청춘어게인 [제주],대중음악,ICC제주국제컨벤션센터,4300,제주,나훈아 청춘어게인 [제주]|2019-11-30,2019,11,30,2019,12,1
228,"이은미콘서트: 30years 1000th, thank you [수원]",대중음악,서수원칠보체육관,4036,경기,"이은미콘서트: 30years 1000th, thank you [수원]|2019-12-28",2019,12,28,2019,12,28
229,3인3색 드림콘서트 [청주],대중음악,청주교육대학교,4800,충북,3인3색 드림콘서트 [청주]|2019-11-16,2019,11,16,2019,11,16
230,송가인 리사이틀,대중음악,경희대학교 평화의전당,4500,서울,송가인 리사이틀|2019-11-03,2019,11,3,2019,11,3
231,"아이유 투어 콘서트: LOVE, POEM [부산]",대중음악,사직종합운동장,12995,부산,"아이유 투어 콘서트: LOVE, POEM [부산]|2019-11-16",2019,11,16,2019,11,16
232,Where Hope Begins [부산],무용(서양/한국무용),(재) 영화의전당,4000,부산,Where Hope Begins [부산]|2019-10-09,2019,10,9,2019,10,9
233,보이즈 투맨 투어 오브 아시아,대중음악,올림픽공원,5003,서울,보이즈 투맨 투어 오브 아시아|2019-12-14,2019,12,14,2019,12,15
234,이승환 30주년 콘서트: 무적전설 [인천],대중음악,삼산월드체육관,7140,인천,이승환 30주년 콘서트: 무적전설 [인천]|2019-12-21,2019,12,21,2019,12,21
235,멜로망스 콘서트: 인사,대중음악,경희대학교 평화의전당,4500,서울,멜로망스 콘서트: 인사|2019-11-09,2019,11,9,2019,11,10
236,"아이유 투어 콘서트: LOVE, POEM [인천]",대중음악,인천남동체육관,8828,인천,"아이유 투어 콘서트: LOVE, POEM [인천]|2019-11-09",2019,11,9,2019,11,9
237,NCT DREAM TOUR: THE DREAM SHOW,대중음악,장충체육관,4507,서울,NCT DREAM TOUR: THE DREAM SHOW|2019-11-15,2019,11,15,2019,11,17
238,나훈아 청춘어게인 [창원],대중음악,창원스포츠파크,27085,경남,나훈아 청춘어게인 [창원]|2019-11-23,2019,11,23,2019,11,23
239,RIDE THE BEAT,대중음악,코엑스,7000,서울,RIDE THE BEAT|2019-12-24,2019,12,24,2019,12,24
240,유니콘 콘서트,대중음악,연세대학교 노천극장,7500,서울,유니콘 콘서트|2019-11-01,2019,11,1,2019,11,1
241,백지영 전국투어 콘서트: BAEK STAGE [청주],대중음악,청주교육대학교,4800,충북,백지영 전국투어 콘서트: BAEK STAGE [청주]|2019-12-14,2019,12,14,2019,12,14
242,백지영 전국투어 콘서트: BAEK STAGE [부산],대중음악,벡스코 (BEXCO),4002,부산,백지영 전국투어 콘서트: BAEK STAGE [부산]|2019-12-21,2019,12,21,2019,12,21
243,"아이유 투어 콘서트: LOVE, POEM [광주]",대중음악,광주여자대학교,8337,광주,"아이유 투어 콘서트: LOVE, POEM [광주]|2019-11-02",2019,11,2,2019,11,3
244,레클리스 1953 [과천],뮤지컬,렛츠런파크 서울,7077,경기,레클리스 1953 [과천]|2019-10-26,2019,10,26,2019,10,27
245,김종국 콘서트: 진국 [서울],대중음악,경희대학교 평화의전당,4500,서울,김종국 콘서트: 진국 [서울]|2019-12-27,2019,12,27,2019,12,28
246,부활 라이브 투어 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,부활 라이브 투어 콘서트 [부산]|2019-12-21,2019,12,21,2019,12,21
247,김종국 콘서트: 진국 [부산],대중음악,벡스코 (BEXCO),4002,부산,김종국 콘서트: 진국 [부산]|2019-12-24,2019,12,24,2019,12,24
248,다이나믹 듀오 콘서트: DUTY FREE,대중음악,올림픽공원,5003,서울,다이나믹 듀오 콘서트: DUTY FREE|2019-12-07,2019,12,7,2019,12,8
249,신유 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,신유 콘서트 [부산]|2019-11-09,2019,11,9,2019,11,9
250,김연우 연말 콘서트: 오마이갓연우,대중음악,경희대학교 평화의전당,4500,서울,김연우 연말 콘서트: 오마이갓연우|2019-12-21,2019,12,21,2019,12,24
251,나훈아 청춘어게인 [안동],대중음악,안동실내체육관,6209,경북,나훈아 청춘어게인 [안동]|2019-11-16,2019,11,16,2019,11,16
252,황치열 전국투어콘서트: Bon Voyage [제주],대중음악,ICC제주국제컨벤션센터,4300,제주,황치열 전국투어콘서트: Bon Voyage [제주]|2019-12-21,2019,12,21,2019,12,22
253,김범수 콘서트: The 진한 Classic: Re.feel,대중음악,경희대학교 평화의전당,4500,서울,김범수 콘서트: The 진한 Classic: Re.feel|2019-12-29,2019,12,29,2019,12,31
254,나훈아 청춘어게인 [천안],대중음악,유관순체육관,5482,충남,나훈아 청춘어게인 [천안]|2019-11-09,2019,11,9,2019,11,9
255,장윤정 라이브 콘서트 [익산],대중음악,원광대학교 문화체육관,5000,전북,장윤정 라이브 콘서트 [익산]|2019-11-30,2019,11,30,2019,11,30
256,이은미 콘서트: 30years 1000th thank you [인천],대중음악,삼산월드체육관,7140,인천,이은미 콘서트: 30years 1000th thank you [인천]|2019-11-23,2019,11,23,2019,11,23
257,WINNER: CROSS TOUR IN SEOUL,대중음악,올림픽공원,15000,서울,WINNER: CROSS TOUR IN SEOUL|2019-10-26,2019,10,26,2019,10,27
258,이승철 전국투어 콘서트: the LIVE [청주],대중음악,청주교육대학교,4800,충북,이승철 전국투어 콘서트: the LIVE [청주]|2019-12-07,2019,12,7,2019,12,7
259,이승철 전국투어 콘서트: the LIVE [의정부],대중음악,의정부 실내체육관,4057,경기,이승철 전국투어 콘서트: the LIVE [의정부]|2019-11-09,2019,11,9,2019,11,9
260,이승철 전국투어 콘서트: the LIVE [인천],대중음악,인천남동체육관,8828,인천,이승철 전국투어 콘서트: the LIVE [인천]|2019-11-16,2019,11,16,2019,11,16
261,The－K 행복콘서트 [서울],대중음악,경희대학교 평화의전당,4500,서울,The－K 행복콘서트 [서울]|2019-10-12,2019,10,12,2019,10,12
262,강릉 K-POP콘서트,대중음악,강릉종합경기장,22333,강원,강릉 K-POP콘서트|2019-10-04,2019,10,4,2019,10,4
263,나훈아 청춘어게인 [광주],대중음악,광주여자대학교,8337,광주,나훈아 청춘어게인 [광주]|2019-10-19,2019,10,19,2019,10,19
264,CHANGWON K-POP WORLD FESTIVAL,대중음악,창원스포츠파크,27085,경남,CHANGWON K-POP WORLD FESTIVAL|2019-10-11,2019,10,11,2019,10,11
265,"부산 원아시아 페스티벌, BOF 힙합매시업 콘서트",대중음악,(재) 영화의전당,4000,부산,"부산 원아시아 페스티벌, BOF 힙합매시업 콘서트|2019-10-20",2019,10,20,2019,10,20
266,파주포크 페스티벌,대중음악,파주 임진각 평화누리,30000,경기,파주포크 페스티벌|2019-09-07,2019,9,7,2019,9,8
267,빅3: 행복한 동행 [부천],대중음악,부천실내체육관,5403,경기,빅3: 행복한 동행 [부천]|2019-12-21,2019,12,21,2019,12,21
